ax,ay,az,gx,gy,gz,mx,my,mz,Yaw,Pitch,Roll,rate
-186.22,-123.23,761.35,-0.08,-0.11,0.02,50241,3108,2407,-86.02,-30.58,-19.43,4.29
-189.82,-125.18,762.7,0.04,-0.05,0.05,50248,3097,2407,-87.11,60.34,-10.28,4.29
-185.55,-123.17,761.78,-0.08,-0.04,0.05,50237,3115,2414,-117.7,-20.67,20.0,4.29
-186.52,-123.6,770.14,0.03,0.07,-0.01,50235,3116,2402,-103.29,42.65,-44.23,4.29
-185.97,-125.06,765.26,-0.06,-0.11,-0.03,50241,3115,2414,-119.28,-8.88,35.07,4.29
-183.47,-123.17,765.56,-0.08,-0.14,0.1,50221,3109,2402,-103.01,18.1,-53.55,4.29
-186.89,-124.94,762.02,-0.05,0.05,-0.11,50242,3113,2402,-94.75,10.35,39.37,4.29
-187.01,-124.21,765.5,-0.03,-0.03,-0.05,50228,3106,2416,-95.63,-0.93,-54.13,4.29
-189.76,-124.88,764.16,-0.01,0.02,-0.02,50241,3104,2411,-55.49,33.07,52.64,4.29
-187.07,-127.08,761.72,-0.03,0.08,-0.12,50258,3093,2411,-84.73,-22.96,-41.29,4.29
-187.13,-124.02,763.43,-0.02,-0.13,0.0,50239,3113,2395,-30.96,55.48,52.51,4.29
-188.11,-123.47,765.08,-0.05,-0.1,0.05,50248,3118,2404,-98.76,-27.34,0.75,4.29
-186.71,-123.35,765.56,0.08,0.02,-0.02,50226,3108,2411,-105.33,52.19,-31.78,4.29
-186.65,-125.0,766.42,-0.02,-0.08,-0.05,50235,3106,2406,-119.4,-16.81,26.86,4.29
-187.44,-123.47,761.54,-0.01,-0.04,-0.04,50239,3120,2399,-105.67,33.25,-49.19,4.29
-190.49,-123.96,760.44,-0.03,0.0,-0.06,50244,3108,2397,-112.49,-3.27,36.47,4.29
-186.65,-123.96,765.32,-0.03,0.05,0.07,50244,3108,2397,-101.67,12.18,-54.62,4.29
-186.71,-122.86,762.45,-0.08,-0.03,-0.03,50257,3106,2413,-84.03,17.66,42.56,4.29
-189.03,-125.92,762.45,-0.02,0.05,-0.07,50216,3104,2411,-92.12,-8.0,-52.38,4.29
-187.68,-123.41,766.05,-0.05,0.03,0.02,50241,3097,2421,-40.5,39.29,59.03,4.29
-187.13,-123.84,766.72,-0.01,-0.13,-0.12,50244,3093,2404,-82.83,-28.6,-31.93,4.29
-187.01,-124.45,764.65,0.08,-0.05,0.01,50260,3102,2402,-55.34,62.72,23.41,4.29
-186.28,-123.72,765.44,0.01,-0.04,0.05,50210,3099,2413,-111.44,-22.62,13.51,4.3
-185.12,-122.56,765.38,-0.04,-0.01,0.01,50241,3111,2411,-104.11,47.19,-39.86,4.29
-187.19,-122.56,759.83,0.03,-0.06,0.13,50246,3106,2406,-120.25,-11.44,33.0,4.29
-186.58,-121.83,766.78,-0.02,0.05,0.08,50250,3085,2392,-104.24,22.78,-52.16,4.29
-189.33,-123.29,765.93,-0.04,-0.11,-0.14,50234,3101,2397,-101.32,5.38,38.12,4.29
-191.59,-127.44,761.9,-0.12,-0.31,0.24,50244,3115,2401,-98.58,4.28,-54.96,4.29
-187.81,-123.84,766.54,-0.08,-0.1,0.05,50237,3111,2390,-67.21,27.28,48.41,4.29
-192.26,-126.16,763.79,0.01,-0.06,-0.02,50241,3097,2394,-87.37,-17.24,-46.96,4.29
-186.58,-123.66,762.94,-0.02,0.01,0.03,50241,3097,2401,-28.58,48.05,60.55,4.29
-186.52,-124.63,762.39,-0.05,0.02,-0.04,50226,3101,2407,-89.01,-30.23,-13.74,4.29
-186.28,-123.35,763.37,-0.1,-0.05,0.03,50242,3088,2399,-94.86,57.72,-18.1,4.29
-185.42,-122.13,766.72,-0.05,-0.06,-0.03,50237,3090,2411,-118.25,-20.22,21.53,4.29
-189.64,-125.61,763.79,-0.02,-0.09,-0.02,50235,3092,2402,-104.63,41.08,-45.93,4.29
-184.81,-124.69,765.14,0.08,-0.02,0.05,50242,3106,2402,-118.44,-8.02,35.91,4.29
-188.66,-124.63,763.37,-0.03,0.08,-0.05,50251,3101,2425,-103.76,17.04,-53.81,4.29
-187.68,-122.92,764.1,-0.01,0.09,-0.05,50262,3108,2414,-92.42,11.95,40.47,4.29
-185.18,-124.21,768.37,-0.07,-0.01,-0.02,50241,3104,2404,-94.43,-3.13,-54.01,4.29
-187.87,-125.0,761.6,0.0,-0.05,-0.03,50253,3106,2413,-50.54,35.08,54.84,4.29
-187.81,-125.55,765.87,0.01,0.04,-0.08,50246,3095,2399,-83.78,-24.98,-38.63,4.29
-188.6,-124.02,762.39,0.07,-0.22,-0.03,50264,3106,2409,-35.88,58.57,45.68,4.29
-189.45,-125.61,760.44,0.06,-0.06,0.02,50257,3116,2420,-103.4,-25.29,5.48,4.29
-189.15,-125.24,765.62,-0.03,-0.14,0.07,50237,3108,2407,-105.37,50.9,-34.94,4.29
-187.19,-125.0,764.4,-0.06,0.02,-0.13,50264,3102,2402,-120.15,-14.85,29.35,4.29
-188.11,-122.01,765.2,0.05,-0.14,0.0,50255,3104,2421,-105.3,29.38,-50.24,4.29
-186.65,-125.92,767.64,-0.02,0.05,-0.03,50250,3099,2413,-109.38,-0.99,36.62,4.29
-188.11,-125.37,764.47,-0.04,-0.06,0.02,50241,3111,2404,-101.02,10.26,-54.83,4.29
-190.12,-122.19,761.47,-0.07,0.03,-0.14,50251,3101,2404,-79.74,20.41,43.97,4.29
-188.17,-125.18,763.12,-0.05,-0.01,0.0,50239,3113,2406,-90.42,-10.9,-51.27,4.29
-183.9,-120.54,767.09,-0.15,-0.03,-0.09,50283,3111,2411,-36.14,41.44,60.63,4.29
-186.71,-126.1,764.83,-0.02,0.05,-0.09,50257,3113,2409,-83.28,-29.84,-28.17,4.29
-188.54,-123.11,764.71,0.0,-0.02,-0.13,50246,3120,2416,-66.47,63.11,11.45,4.29
-184.51,-125.49,765.5,0.01,0.02,-0.11,50239,3095,2406,-114.36,-21.95,15.96,4.29
-184.39,-122.44,766.24,0.1,-0.07,0.0,50232,3092,2416,-103.12,45.94,-41.23,4.29
-186.71,-124.94,765.2,0.05,-0.05,0.02,50246,3106,2406,-120.37,-10.6,33.77,4.29
-185.3,-124.08,764.89,-0.05,-0.1,-0.06,50244,3108,2411,-103.61,21.1,-52.85,4.29
-185.18,-126.34,765.44,-0.11,-0.14,-0.11,50255,3090,2401,-99.67,6.65,38.29,4.29
-189.76,-123.54,764.28,-0.08,0.02,-0.04,50241,3104,2414,-97.8,3.05,-54.49,4.29
-185.85,-124.88,761.6,-0.04,-0.02,-0.03,50230,3104,2411,-65.02,28.59,48.74,4.29
-187.07,-124.21,761.96,-0.02,0.06,-0.07,50230,3104,2407,-86.61,-18.67,-45.66,4.29
-185.79,-124.88,764.4,-0.07,-0.08,0.05,50226,3111,2397,-28.68,49.75,58.95,4.29
